code,code_name,tabela,filter,foreign_table,tipo_geometria
1020,Siw Kits Eólicos Ltda,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
201,Subestação - SUAPE 2,tipo_veg,NOME,constr_edificacao_p,p
1304,Subprefeitura de Nossa Senhora do Ó,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1045,Supermix,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Tabernáculo em Ipojuca,tipo_veg,NOME,constr_edificacao_p,p
998,Talentos Refeições,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Transpaz,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Unidade de Saúde da Família,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade Mista Santo Cristo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1015,Usina,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1046,White Martins Gases,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Windrose Serviços Marítimos LTDA,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Ziran Nordeste Transporte Rodoviario de Cargas Ltda,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
498,Aché Laboratórios Farmacêuticos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1025,Amanco Wavin,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1037,Ambipar ESG Oil Recovery,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1025,Amcor Suape,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,APM Terminais Suape,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1031,Arclima Engenharria,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Assembléia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Assembléia de Deus de Tiriri,tipo_veg,NOME,constr_edificacao_p,p
2101,Associação de Moradores de Nazaré,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Associação dos Agricultores,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Associação dos Funcionários de Suape,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Associação dos Pequenos Agricultores e Moradores do Engenho Tiriri,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Associação Geral - Reserva do Paiva,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
898,Atelier Rinaldo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1037,Atlantic Star,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1215,Atmosphera Plantas e Paisagismo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2601,Auto posto Gaibu,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
498,Banheiro Público,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Bar da Deusa,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Bar da Rocha,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Bar do Artur,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Bar do Doido,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Bar do trevo,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Barracão do Dedé,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
3003,Base Integrada de Segurança,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
810,Biblioteca Municipal Farol das Letras,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Brisa de Itapuama Pousada,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
898,Calhetas Tirolesa Aventura,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Capela de São Pedro,tipo_veg,NOME,constr_edificacao_p,p
601,Capela Nova de Santo Antônio do Monte,tipo_veg,NOME,constr_edificacao_p,p
798,Casa de Farinha,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
201,Casa de Força,tipo_veg,NOME,constr_edificacao_p,p
498,Central de Triagem de Resíduos e Compostagens,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Centro de distribuição Toyota,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1045,Cimento Forte - CBMC,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Colégio e Curso Coração de Maria,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Compesa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2213,Concessionária Rota do Atlântico,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Congregação Cristã no Brasil,tipo_veg,NOME,constr_edificacao_p,p
1098,Dexco Deca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,E-Log Pátio de Triagem,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
405,Estação de Tratamento de Esgoto - Gaibú,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
405,Estação de Tratamento de Esgoto - Paiva,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
403,Estação Elevatória Central - Paiva,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Estação Elevatória Compesa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Estaçao Elevatória de Esgoto 01 - Paiva,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Estação Elevatória de Esgoto B4 - Paiva,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Estaçao Elevatória de Esgoto C2 - Paiva,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Estaleiro Atlântico Sul,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Estaleiro Vard Promar S.A,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1798,Farol de Nazaré,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
907,Florestal Motel,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Igreja Adventista do Sétimo Dia,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Batista da Praia na Reserva do Paiva,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Batista Pentecostal,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Batista Pentecostal Suape,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja de São José - Paiva,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Assembléia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Congregacional Pentecostal,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Jesus de maravilhas Enseada dos corais,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal Assembléia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Presbiteriana do Brasil,tipo_veg,NOME,constr_edificacao_p,p
1015,Ingredion Brasil,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1045,Intercement Brasil,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1114,Itapuama Minerações,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Ministério Levítico Internacional Casa de Deus,tipo_veg,NOME,constr_edificacao_p,p
998,Miragem Bar e Restaurante,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
711,Mirante de Itapuama,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
711,Mirante Paraíso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
711,Mirante Vila Velha,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Morena tropicanas bar,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
803,Museu do Pescador,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Padoquinha Restaurante,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Paróquia São Pedro Apóstolo,tipo_veg,NOME,constr_edificacao_p,p
898,Parque Metropolitano Armando Holanda Cavalcanti,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2213,Pedágio Rota dos Coqueiros,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
712,Pedra do Cogumelo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Pernambuco Desenvolvimento Industrial Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
709,Pico Cruzeiro do Sul,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
798,Ponto de Apoio ao Turista,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Restaurante Coco Verde,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
907,Restaurante e Pousada da Garrafa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Restaurante Recanto Paraíso,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2027,SAMU - Itapuama,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Serviço de Pronto Atendimento José Antônio de Lima,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1034,Shineray do Brasil,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Sítio Paraíso Pousada,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade de Saúde da Família - Doutor Manoel Vigia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade de Saúde da Família Enseada dos Corais,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade de Saúde da Família - Itapuama,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade de Saúde da Família Suape,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
0,Varanda do Parque,tipo_exposicao,NOME,constr_edificacao_p,"p,a"
1035,Windrose - Shipping Agents & Logistics,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Aqua Load Teste de Carga em Guindaste,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
998,Barraca da Netinha,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2501,Base-Mar Porto de Suape,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
904,Beijupirá,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Brasilgás,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,BRAVANTE,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1015,Bunge Alimentos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Capela de Nossa Senhora da Conceição,tipo_veg,NOME,constr_edificacao_p,p
998,Copagaz Distribuidora,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1023,Decal Brasil,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
904,Empório Muro alto,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1304,Escritóro da Receita Federal,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
403,Estação Elevatória - Porto de Galinhas,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Estaleiro Atlântico Sul,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Flat Muro Alto Clube,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
904,Kisu Restaurante,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Marine Energy,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Modern Import S.A,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Movecta Terminal Alfandegário,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1023,Nacional Gás,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Orgão de Gestão de Mão de Obra do Trabalho do Porto de Suape,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Pandenor,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2501,Pátio Portuário de Veiculos -2A,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2501,Pátio Portuário de Veiculos -2B,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,Petrobras Teape,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3005,Posto de Polícia Rodoviária Estadual,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2601,Posto Dislub,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Raizen,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Rionet Fibra,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1015,Seara Alimentos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Sua Granéis,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2501,Suape,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
201,Subestação Estaleiro Atlântico Sul,tipo_veg,NOME,constr_edificacao_p,p
998,Supergasbras,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Tecon Suape S/A,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
201,Termopernambuco,tipo_veg,NOME,constr_edificacao_p,p
1023,Transpetro,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Ultracargo Logística S.A,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Ultragaz,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,Vibra Energia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,1° Igreja Batista de Cucaú,tipo_veg,NOME,constr_edificacao_p,p
1298,Alojamento - Usina Cucaú,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Assembléia de Deus Congregação Campestre,tipo_veg,NOME,constr_edificacao_p,p
601,Capela do Sagrado Coração de Jesus,tipo_veg,NOME,constr_edificacao_p,p
301,CAPTAÇÃO DE ÁGUA,tipo_veg,NOME,constr_edificacao_p,p
601,Congregação IEADPE Cachoeirinha,tipo_veg,NOME,constr_edificacao_p,p
601,Congregação IEADPE Engenho Belo Horizonte,tipo_veg,NOME,constr_edificacao_p,p
516,Creche Municipal Nelbe Lúcia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Estadual Dr. Caetano Monteiro,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal 1° de Março,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal Antonio José de Paulo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal Armando Monteiro,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal Bom Jesus,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
517,Escola Municipal Dr. Francisco Romano de Brito Bastos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
517,Escola Municipal Edna de Araújo Pereira,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
517,Escola Municipal Gelzira Francisca e Lima,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
518,Escola Municipal Maria Dulce Leite Ferreira,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
517,Escola Municipal Maria Luiza Alheiro Ribeiro,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
517,Escola Municipal Maria Pereira Nascimento,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
517,Escola Municipal Nossa Senhora Aparecida,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
518,Escola Municipal Nossa Senhora do Carmo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Nossa Senhora das Graças,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2429,Hangar Usina Cucaú,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Igreja Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Assembléia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja de Nossa Senhora de Aparecida,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangelica Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Assembléia de Deus,tipo_veg,NOME,constr_edificacao_p,p
910,Mercado Público,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Posto Médico de Cucaú,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2209,Terminal Municipal do Destrito de Cucaú,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,UBS Agrovila Conceição,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,1ª Igreja Presbiteriana Renovada de Ipojuca,tipo_veg,NOME,constr_edificacao_p,p
1114,Areiasil,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2026,Atendimento Multiprofissional Especializado,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Banco Caixa Econômica Federal,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Banco do Brasil,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1308,Camara Municipal deVereadores de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Capela da Sagrada Família,tipo_veg,NOME,constr_edificacao_p,p
601,Capela de Santa Clara,tipo_veg,NOME,constr_edificacao_p,p
601,Capela de Santo Antônio,tipo_veg,NOME,constr_edificacao_p,p
601,Capela de São Francisco,tipo_veg,NOME,constr_edificacao_p,p
1303,Cartório do Registro Civil do 2° DistritoSirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1398,Centro de Atendimento ao Turista,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2026,Centro de Atendimento Especializado,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2101,Centro de Convivência Barra de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Centro de Convivência Centro Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Centro de Convivência dos Idosos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1798,Centro de Operações e Instruções da Guada Civil Municipal do Ipojuca Prefeito Jaime Lins,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2026,Centro de Reabilitação de Fisioterapia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2101,Centro de Referência Assistencia Social,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Centro de Referência Especializado de Assistência Social Acolhida Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Centro de Unidade Básica de Saúde Barra II Pascoal Elias dos Santos,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Centrode Unidade Básica São Roque,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Centro Municipal de Ensino Infantil da Colônia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Centro Municipal de Ensino Infantil Porto de Pedra,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Centro Municipal de Saúde Pedro Buarque Gusmão,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Centro Unidade Básica de Saúde Cristo Redentor,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Cocolândia,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
898,Companhia do Lazer,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
302,Compesa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Creche Frei Mário,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Defensoria Pública do Estado de  Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3001,Delegacia de Polícia da 73 Circ. Sinharém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Departamento de Escolas Rurais de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3002,Departamento de Polícia Militar de Sinharém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Educandário Renascer (Porto de Galinhas),tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal São José,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1313,Fórum de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Grupo Escolar João XXIII,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Guarda Municipal de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2025,Hospital e Materndade Olimpio Machado Gouveia Lins,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Igreja Adventista do Sétimo Dia - Porto de Galinhas,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Apostólica Ministério Resgatar,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Batista,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Betel,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Católica de Nossa Senhora Aparecida,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Assembleia de Deus MIinistério de Madureira,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Matriza de São Francisco de Assis,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Nossa Senhora da Conceição,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal Assembleia de Deus - Sítio Teófilo,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal em Jenipapo,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Presbiteriana em Porto de Galinhas,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Universal Porto De Galinhas,tipo_veg,NOME,constr_edificacao_p,p
2101,Mãe Coruja Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1798,Marinha do Brasil,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Policlínica de Camela,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Posto de Combustìvel Setta,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1322,Prefeitura Municipal de Sinharém,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Primeira Igreja Batista de Filadélfia,tipo_veg,NOME,constr_edificacao_p,p
601,Primeira Igreja Batista de Filadélfia - Base Camela I,tipo_veg,NOME,constr_edificacao_p,p
601,Primeira Igreja Batista Filadélfia Missão Evangélica,tipo_veg,NOME,constr_edificacao_p,p
601,Salão do Reino das Testemunhas de Jeová,tipo_veg,NOME,constr_edificacao_p,p
1316,Secretaria de Assistência Social e Trabalho de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Educação de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Serrambi Resort,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Subprefeitura de Barra de Sirinhaém/ Centro de Atendimento ao Turista,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Subprefeitura de Porto de Galinhas,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Templo Matriz da Igreja Evangélica Assembléia de Deus - Camela,tipo_veg,NOME,constr_edificacao_p,p
2209,Terminal Rodoviário do Sinharém,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade Básica de Saúde,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2025,Unidade de Pronto Atendimento Porto de Galinhas- Enfermeiro João José de Lima,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade de Saúde Jonas Pereira de Lira Spa Serrambi,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3002,Unidade Integrada de Segurança,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade Saúde da Família I - Camela,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1798,11 Junta de Serviço Militar - Prefeitura de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,1 Igreja Batista,tipo_veg,NOME,constr_edificacao_p,p
898,Academia das Cidades de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
0,Admnistração do Aterro Controlado - Consórcios de Municípios do Litoral Sul,tipo_exposicao,NOME,constr_edificacao_p,"p,a"
2028,Ambulatório Especializado do Hospital Municipal Maria José Monteiro,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
517,Anexo Comunidade Unicap da Escola Municipal Maria do Carmo Silva Neves,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
405,Antiga Edificação da Compesa,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
0,Associação da Comunidade Quilombola Engenho Siqueira - Sede Amaro Ferreira de Paula,tipo_exposicao,NOME,constr_edificacao_p,"p,a"
908,Banco Bradesco,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
798,Cachoeira de Saltinho,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1308,Câmara Municipal Dr Américo de Siqueira Brito,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1303,Cartório da 26 Zona Eleitoral,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1303,Cartório de Notas de Rio Formoso - Tabelionato Marcílio Gonzales Leite,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1398,Casa de Justiça e Cidadania,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
698,Casa de Yemanjá - Hospital das Almas - Terreiro de Umbanda,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1798,Centro de Assistência Psicossocial - CAPS,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2026,Centro de Radiologia Municipal-Mauro José Mendes da Silva,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2029,Centro de Referência de Assistência Social - Casa das Famílias,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2029,Centro de Referência Especializado de Assistência Social,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
518,Colégio Santa Clara,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Congregação da Igreja Evangélica Assembleia de Deus - Engenho Pacavira,tipo_veg,NOME,constr_edificacao_p,p
601,Congregação IEADPE FORGES,tipo_veg,NOME,constr_edificacao_p,p
601,Congregação IEADPE Pedra de Amolar,tipo_veg,NOME,constr_edificacao_p,p
1398,Conselho Tutelar - Município de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Correios,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Cozinha Comunitária de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Creche Municipal Nair Lopes de Oliveira,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3001,Delegacia de Polícia Civil - 78 Circunscrição - Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Educandário José Múcio Monteiro,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Engenho Boa Vista,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Engenho Changuá,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal Adélia Carneiro Raposo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Municipal Santo Antônio,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
0,Escritório do Aterro Controlado- Consórcios de Municípios do Litoral Sul,tipo_exposicao,NOME,constr_edificacao_p,"p,a"
302,Estação de Tratamento de Água - Compahia Pernambucana de Saneamento - Compesa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
301,Estação de Tratamento de Água - Compahia Pernambucana de Saneamento- Unidade Engenho Amaragi,tipo_veg,NOME,constr_edificacao_p,p
1218,Fazenda Lili,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1313,Fórum da Comarca de Rio Formoso - Agamenon Magalhães,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Granja Santa Rita,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
201,Hidrelétrica Usina Trapiche,tipo_veg,NOME,constr_edificacao_p,p
907,Hotel Fazenda Amaragi,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Hotel Praia dos Carneiros,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Igreja Batista Missionária Shekinah,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja de Santo Inácio de Loyola,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja de São Francisco de Assis,tipo_veg,NOME,constr_edificacao_p,p
